,lng,lat,date,customdate,time,crime,barangay,city,modus,weathertime,time_bin,day,Region_x,Date,Time,Weather,Temp (deg celsius),Feels Like (deg celsius),Wind (km/h),Direction,Cloud %,Humidity %,Precip (mm),Pressure (mb),Sunrise,Sunset,day or night
272,125.771,7.46565,22/10/2017,"Sun - Oct 22, 2017",22:30:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,21:00,22:00 - 22:59,Sunday,Tagum City,22/10/2017,21:00,Cloudy,32,28,3,ENE,50%,71%,0.0,"1,011",5:24 AM,5:20 PM,night
273,125.773,7.46735,23/10/2017,"Mon - Oct 23, 2017",7:30:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,6:00,07:00 - 07:59,Monday,Tagum City,23/10/2017,6:00,Partly cloudy,33,29,2,SE,33%,67%,0.0,"1,011",5:24 AM,5:19 PM,day
274,125.686,7.06877,24/10/2017,"Tue - Oct 24, 2017",18:00:00,Vehicular Traffic Accident,Catagman,Samal City,Not Indicated,18:00,18:00 - 18:59,Tuesday,Samal City,24/10/2017,18:00,Overcast,32,33,7,SE,92%,74%,0.0,"1,010",5:24 AM,5:19 PM,night
275,125.801,7.4508399999999995,25/10/2017,"Wed - Oct 25, 2017",9:00:00,MURDER,Magugpo South,Tagum City,Shooting,9:00,09:00 - 09:59,Wednesday,Tagum City,25/10/2017,9:00,Partly cloudy,33,36,4,ESE,30%,60%,0.0,"1,012",5:25 AM,5:19 PM,day
276,125.81200000000001,7.4492199999999995,25/10/2017,"Wed - Oct 25, 2017",21:41:00,THEFT,Magugpo East,Tagum City,Qualified Theft,21:00,21:00 - 21:59,Wednesday,Tagum City,25/10/2017,21:00,Partly cloudy,30,27,1,E,50%,87%,0.0,"1,011",5:25 AM,5:19 PM,night
277,125.677,7.29352,25/10/2017,"Wed - Oct 25, 2017",10:00:00,THEFT,Gredu (Pob.),Panabo City,Qualified Theft,9:00,10:00 - 10:59,Wednesday,Panabo City,25/10/2017,9:00,Partly cloudy,33,36,4,ESE,34%,63%,0.0,"1,012",5:25 AM,5:19 PM,day
278,125.7,7.184010000000001,26/10/2017,"Thu - Oct 26, 2017",14:25:00,THEFT,San Isidro (Babak),Samal City,Qualified Theft,12:00,14:00 - 14:59,Thursday,Samal City,26/10/2017,12:00,Patchy rain possible,33,38,5,S,28%,56%,0.1,"1,010",5:25 AM,5:18 PM,day
279,125.81200000000001,7.4492,26/10/2017,"Thu - Oct 26, 2017",20:29:00,THEFT,Magugpo East,Tagum City,Qualified Theft,18:00,20:00 - 20:59,Thursday,Tagum City,26/10/2017,18:00,Clear,33,32,2,WSW,19%,72%,0.3,"1,009",5:25 AM,5:18 PM,night
280,125.82600000000001,7.4497100000000005,27/10/2017,"Fri - Oct 27, 2017",2:34:00,THEFT,Magugpo East,Tagum City,Salisi (Akyat Bahay),0:00,02:00 - 02:59,Friday,Tagum City,27/10/2017,0:00,Partly cloudy,30,28,3,NE,37%,80%,0.0,"1,010",5:25 AM,5:18 PM,night
281,125.811,7.45682,27/10/2017,"Fri - Oct 27, 2017",17:20:00,ROBBERY,Magugpo North,Tagum City,Breaking and Entering,15:00,17:00 - 17:59,Friday,Tagum City,27/10/2017,15:00,Patchy rain possible,34,37,6,SW,34%,53%,0.1,"1,008",5:25 AM,5:18 PM,night
282,125.779,7.4073899999999995,27/10/2017,"Fri - Oct 27, 2017",22:00:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,21:00,22:00 - 22:59,Friday,Tagum City,27/10/2017,21:00,Partly cloudy,28,29,2,E,9%,76%,0.0,"1,010",5:25 AM,5:18 PM,night
283,125.774,7.46888,29/10/2017,"Sun - Oct 29, 2017",4:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,3:00,04:00 - 04:59,Sunday,Tagum City,29/10/2017,3:00,Partly cloudy,28,26,4,N,42%,91%,0.9,"1,011",5:25 AM,5:18 PM,night
284,125.802,7.473260000000001,29/10/2017,"Sun - Oct 29, 2017",19:15:00,PHYSICAL INJURIES,La Filipina,Tagum City,Shooting,18:00,19:00 - 19:59,Sunday,Tagum City,29/10/2017,18:00,Clear,31,30,4,N,26%,85%,1.8,"1,010",5:25 AM,5:18 PM,night
285,125.759,7.4825800000000005,29/10/2017,"Sun - Oct 29, 2017",20:00:00,PHYSICAL INJURIES,Pagsabangan,Tagum City,Mauling,18:00,20:00 - 20:59,Sunday,Tagum City,29/10/2017,18:00,Clear,31,30,4,N,26%,85%,1.8,"1,010",5:25 AM,5:18 PM,night
286,125.617,7.33161,29/10/2017,"Sun - Oct 29, 2017",20:00:00,PHYSICAL INJURIES,New Malitbog,Panabo City,Stabbing/Hacking,18:00,20:00 - 20:59,Sunday,Panabo City,29/10/2017,18:00,Patchy rain possible,31,32,2,SE,24%,76%,1.0,"1,010",5:25 AM,5:18 PM,night
287,125.723,7.115069999999999,29/10/2017,"Sun - Oct 29, 2017",19:00:00,THEFT,Santo Niño,Samal City,Salisi,18:00,19:00 - 19:59,Sunday,Samal City,29/10/2017,18:00,Patchy rain possible,31,33,5,SW,28%,73%,0.3,"1,010",5:25 AM,5:18 PM,night
288,125.802,7.4435,30/10/2017,"Mon - Oct 30, 2017",0:30:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Mauling,0:00,00:00 - 00:59,Monday,Tagum City,30/10/2017,0:00,Patchy rain possible,28,27,5,WSW,12%,93%,0.1,"1,011",5:25 AM,5:17 PM,night
289,125.76899999999999,6.92903,30/10/2017,"Mon - Oct 30, 2017",5:00:00,THEFT,Pangubatan (Talicod I),Samal City,Salisi (Akyat Bahay),3:00,05:00 - 05:59,Monday,Samal City,30/10/2017,3:00,Clear,29,29,12,NNW,0%,85%,0.0,"1,010",5:25 AM,5:17 PM,night
290,125.771,7.4422,31/10/2017,"Tue - Oct 31, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),0:00,02:00 - 02:59,Tuesday,Tagum City,31/10/2017,0:00,Patchy light rain,29,27,3,NNE,46%,88%,0.8,"1,009",5:25 AM,5:17 PM,night
291,125.71600000000001,7.079,31/10/2017,"Tue - Oct 31, 2017",19:00:00,Vehicular Traffic Accident,Peñaplata (Pob.),Samal City,Not Indicated,18:00,19:00 - 19:59,Tuesday,Samal City,31/10/2017,18:00,Clear,30,32,12,SSE,20%,73%,0.1,"1,008",5:25 AM,5:17 PM,night
292,125.80799999999999,7.4419699999999995,31/10/2017,"Tue - Oct 31, 2017",21:00:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,21:00,21:00 - 21:59,Tuesday,Tagum City,31/10/2017,21:00,Clear,30,29,2,SSW,17%,80%,0.0,"1,009",5:25 AM,5:17 PM,night
293,125.802,7.46046,31/10/2017,"Tue - Oct 31, 2017",23:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),21:00,23:00 - 23:59,Tuesday,Tagum City,31/10/2017,21:00,Clear,30,29,2,SSW,17%,80%,0.0,"1,009",5:25 AM,5:17 PM,night
294,125.801,7.476780000000001,01/11/2017,"Wed - Nov 1, 2017",16:00:00,THEFT,La Filipina,Tagum City,Salisi,15:00,16:00 - 16:59,Wednesday,Tagum City,01/11/2017,15:00,Light rain shower,35,37,7,SSW,77%,58%,0.9,"1,008",5:25 AM,5:17 PM,day
295,125.684,7.3087100000000005,01/11/2017,"Wed - Nov 1, 2017",15:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,15:00,15:00 - 15:59,Wednesday,Panabo City,01/11/2017,15:00,Patchy rain possible,33,36,12,S,26%,61%,0.1,"1,008",5:25 AM,5:17 PM,day
296,125.67,7.28683,01/11/2017,"Wed - Nov 1, 2017",17:30:00,THEFT,J.P. Laurel,Panabo City,Salisi,15:00,17:00 - 17:59,Wednesday,Panabo City,01/11/2017,15:00,Patchy rain possible,33,36,12,S,26%,61%,0.1,"1,008",5:25 AM,5:17 PM,night
297,125.803,7.44227,02/11/2017,"Thu - Nov 2, 2017",0:00:00,PHYSICAL INJURIES,Magugpo South,Tagum City,Shooting,0:00,00:00 - 00:59,Thursday,Tagum City,02/11/2017,0:00,Patchy rain possible,29,28,2,ESE,65%,84%,0.5,"1,009",5:25 AM,5:17 PM,night
298,125.823,7.43505,02/11/2017,"Thu - Nov 2, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,3:00,03:00 - 03:59,Thursday,Tagum City,02/11/2017,3:00,Patchy rain possible,30,27,2,WSW,81%,87%,0.4,"1,008",5:25 AM,5:17 PM,night
299,125.824,7.43078,02/11/2017,"Thu - Nov 2, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),3:00,05:00 - 05:59,Thursday,Tagum City,02/11/2017,3:00,Patchy rain possible,30,27,2,WSW,81%,87%,0.4,"1,008",5:25 AM,5:17 PM,night
300,125.8,7.46088,02/11/2017,"Thu - Nov 2, 2017",9:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,9:00,09:00 - 09:59,Thursday,Tagum City,02/11/2017,9:00,Patchy rain possible,34,36,3,NW,76%,59%,0.2,"1,009",5:25 AM,5:17 PM,day
301,125.816,7.43582,02/11/2017,"Thu - Nov 2, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,3:00,03:00 - 03:59,Thursday,Tagum City,02/11/2017,3:00,Patchy rain possible,30,27,2,WSW,81%,87%,0.4,"1,008",5:25 AM,5:17 PM,night
302,125.68,7.30922,02/11/2017,"Thu - Nov 2, 2017",6:30:00,ROBBERY,San Francisco (Pob.),Panabo City, in an Inhabited House or Edifice for Worship and Private Building,6:00,06:00 - 06:59,Thursday,Panabo City,02/11/2017,6:00,Sunny,32,29,4,NNW,22%,77%,0.0,"1,009",5:25 AM,5:17 PM,day
303,125.816,7.451919999999999,02/11/2017,"Thu - Nov 2, 2017",11:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),9:00,11:00 - 11:59,Thursday,Tagum City,02/11/2017,9:00,Patchy rain possible,34,36,3,NW,76%,59%,0.2,"1,009",5:25 AM,5:17 PM,day
304,125.686,7.3056,04/11/2017,"Sat - Nov 4, 2017",19:40:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,18:00,19:00 - 19:59,Saturday,Panabo City,04/11/2017,18:00,Partly cloudy,32,34,4,S,68%,69%,0.1,"1,007",5:26 AM,5:16 PM,night
305,125.79899999999999,7.44005,04/11/2017,"Sat - Nov 4, 2017",4:30:00,THEFT,Magugpo South,Tagum City,Salisi,3:00,04:00 - 04:59,Saturday,Tagum City,04/11/2017,3:00,Partly cloudy,31,26,3,NNE,14%,92%,0.0,"1,007",5:26 AM,5:16 PM,night
306,125.78399999999999,7.458310000000001,05/11/2017,"Sun - Nov 5, 2017",1:30:00,THEFT,Mankilam,Tagum City,Salisi (Akyat Bahay),0:00,01:00 - 01:59,Sunday,Tagum City,05/11/2017,0:00,Patchy rain possible,30,27,2,NW,80%,90%,0.1,"1,008",5:26 AM,5:16 PM,night
307,125.811,7.44482,05/11/2017,"Sun - Nov 5, 2017",13:35:00,THEFT,Apokon,Tagum City,Plain Theft,12:00,13:00 - 13:59,Sunday,Tagum City,05/11/2017,12:00,Partly cloudy,34,40,4,WNW,79%,51%,0.1,"1,008",5:26 AM,5:16 PM,day
308,125.79899999999999,7.46073,05/11/2017,"Sun - Nov 5, 2017",0:50:00,THEFT,Magugpo West,Tagum City,Salisi,0:00,00:00 - 00:59,Sunday,Tagum City,05/11/2017,0:00,Patchy rain possible,30,27,2,NW,80%,90%,0.1,"1,008",5:26 AM,5:16 PM,night
309,125.68299999999999,7.30007,05/11/2017,"Sun - Nov 5, 2017",21:00:00,PHYSICAL INJURIES,New Pandan (Pob.),Panabo City,Shooting,21:00,21:00 - 21:59,Sunday,Panabo City,05/11/2017,21:00,Partly cloudy,30,30,4,W,32%,78%,0.0,"1,009",5:26 AM,5:16 PM,night
310,125.845,7.47543,05/11/2017,"Sun - Nov 5, 2017",23:45:00,PHYSICAL INJURIES,Magdum,Tagum City,Mauling,21:00,23:00 - 23:59,Sunday,Tagum City,05/11/2017,21:00,Partly cloudy,30,29,2,NW,30%,83%,0.0,"1,009",5:26 AM,5:16 PM,night
311,125.73100000000001,7.03543,06/11/2017,"Mon - Nov 6, 2017",2:30:00,PHYSICAL INJURIES,San Remigio,Samal City,Shooting,0:00,02:00 - 02:59,Monday,Samal City,06/11/2017,0:00,Partly cloudy,29,30,6,NNW,21%,80%,0.0,"1,009",5:26 AM,5:16 PM,night
312,125.807,7.45012,07/11/2017,"Tue - Nov 7, 2017",2:30:00,ROBBERY,Magugpo Poblacion,Tagum City,Cellphone Snatching,0:00,02:00 - 02:59,Tuesday,Tagum City,07/11/2017,0:00,Partly cloudy,26,28,5,NNW,53%,87%,0.7,"1,009",5:26 AM,5:16 PM,night
313,125.811,7.43699,07/11/2017,"Tue - Nov 7, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),3:00,03:00 - 03:59,Tuesday,Tagum City,07/11/2017,3:00,Patchy rain possible,27,27,5,N,49%,89%,0.2,"1,008",5:26 AM,5:16 PM,night
314,125.822,7.434010000000001,07/11/2017,"Tue - Nov 7, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),21:00,22:00 - 22:59,Tuesday,Tagum City,07/11/2017,21:00,Patchy rain possible,28,28,5,NNW,52%,89%,2.0,"1,009",5:26 AM,5:16 PM,night
315,125.803,7.4313899999999995,08/11/2017,"Wed - Nov 8, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),3:00,04:00 - 04:59,Wednesday,Tagum City,08/11/2017,3:00,Partly cloudy,28,26,5,N,60%,93%,0.1,"1,008",5:26 AM,5:16 PM,night
316,125.807,7.449389999999999,08/11/2017,"Wed - Nov 8, 2017",14:00:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,12:00,14:00 - 14:59,Wednesday,Tagum City,08/11/2017,12:00,Partly cloudy,32,37,9,N,80%,62%,0.5,"1,008",5:26 AM,5:16 PM,day
317,125.807,7.4501800000000005,09/11/2017,"Thu - Nov 9, 2017",3:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),3:00,03:00 - 03:59,Thursday,Tagum City,09/11/2017,3:00,Partly cloudy,30,27,1,SE,18%,89%,0.0,"1,007",5:27 AM,5:16 PM,night
318,125.79700000000001,7.42603,09/11/2017,"Thu - Nov 9, 2017",3:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,3:00,03:00 - 03:59,Thursday,Tagum City,09/11/2017,3:00,Partly cloudy,30,27,1,SE,18%,89%,0.0,"1,007",5:27 AM,5:16 PM,night
319,125.81,7.44797,09/11/2017,"Thu - Nov 9, 2017",23:30:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,21:00,23:00 - 23:59,Thursday,Tagum City,09/11/2017,21:00,Patchy rain possible,29,29,2,W,40%,82%,0.0,"1,009",5:27 AM,5:16 PM,night
320,125.807,7.45029,10/11/2017,"Fri - Nov 10, 2017",1:20:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,0:00,01:00 - 01:59,Friday,Tagum City,10/11/2017,0:00,Patchy rain possible,28,28,1,SW,82%,87%,0.1,"1,009",5:27 AM,5:16 PM,night
321,125.81200000000001,7.438039999999999,10/11/2017,"Fri - Nov 10, 2017",4:00:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),3:00,04:00 - 04:59,Friday,Tagum City,10/11/2017,3:00,Partly cloudy,28,27,3,NNE,60%,89%,0.1,"1,009",5:27 AM,5:16 PM,night
322,125.686,7.3056,11/11/2017,"Sat - Nov 11, 2017",14:34:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,12:00,14:00 - 14:59,Saturday,Panabo City,11/11/2017,12:00,Partly cloudy,29,33,14,ESE,71%,69%,0.3,"1,009",5:27 AM,5:16 PM,day
323,125.679,7.29652,11/11/2017,"Sat - Nov 11, 2017",19:00:00,MURDER,Gredu (Pob.),Panabo City,Shooting,18:00,19:00 - 19:59,Saturday,Panabo City,11/11/2017,18:00,Partly cloudy,28,29,13,NNW,65%,82%,0.1,"1,008",5:27 AM,5:16 PM,night
324,125.803,7.45697,12/11/2017,"Sun - Nov 12, 2017",3:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stoning,3:00,03:00 - 03:59,Sunday,Tagum City,12/11/2017,3:00,Patchy rain possible,27,26,6,N,61%,88%,0.3,"1,008",5:27 AM,5:16 PM,night
325,125.825,7.422160000000001,12/11/2017,"Sun - Nov 12, 2017",21:45:00,THEFT,Apokon,Tagum City,Salisi,21:00,21:00 - 21:59,Sunday,Tagum City,12/11/2017,21:00,Partly cloudy,29,28,3,NNW,58%,93%,3.5,"1,009",5:27 AM,5:16 PM,night
326,125.80799999999999,7.44837,12/11/2017,"Sun - Nov 12, 2017",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),21:00,21:00 - 21:59,Sunday,Tagum City,12/11/2017,21:00,Partly cloudy,29,28,3,NNW,58%,93%,3.5,"1,009",5:27 AM,5:16 PM,night
327,125.803,7.45752,12/11/2017,"Sun - Nov 12, 2017",22:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),21:00,22:00 - 22:59,Sunday,Tagum City,12/11/2017,21:00,Partly cloudy,29,28,3,NNW,58%,93%,3.5,"1,009",5:27 AM,5:16 PM,night
328,125.79799999999999,7.43618,12/11/2017,"Sun - Nov 12, 2017",14:00:00,RAPE (Art. 266-A RC & R.A.8353),Visayan Village,Tagum City,Grave Abuse of Authority,12:00,14:00 - 14:59,Sunday,Tagum City,12/11/2017,12:00,Patchy rain possible,31,35,10,WSW,77%,64%,0.3,"1,008",5:27 AM,5:16 PM,day
329,125.79899999999999,7.43475,12/11/2017,"Sun - Nov 12, 2017",10:00:00,THEFT,Visayan Village,Tagum City,Salisi,9:00,10:00 - 10:59,Sunday,Tagum City,12/11/2017,9:00,Patchy rain possible,30,31,9,N,61%,73%,0.3,"1,009",5:27 AM,5:16 PM,day
330,125.772,7.441560000000001,13/11/2017,"Mon - Nov 13, 2017",1:10:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),0:00,01:00 - 01:59,Monday,Tagum City,13/11/2017,0:00,Mist,28,27,4,SW,32%,94%,0.0,"1,009",5:28 AM,5:16 PM,night
331,125.803,7.44705,13/11/2017,"Mon - Nov 13, 2017",2:30:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,0:00,02:00 - 02:59,Monday,Tagum City,13/11/2017,0:00,Mist,28,27,4,SW,32%,94%,0.0,"1,009",5:28 AM,5:16 PM,night
332,125.74600000000001,6.95178,13/11/2017,"Mon - Nov 13, 2017",15:30:00,PHYSICAL INJURIES,Libertad,Samal City,Shooting,15:00,15:00 - 15:59,Monday,Samal City,13/11/2017,15:00,Partly cloudy,32,36,8,S,11%,60%,0.0,"1,007",5:28 AM,5:16 PM,day
333,125.59899999999999,7.29811,13/11/2017,"Mon - Nov 13, 2017",15:00:00,MURDER,Kauswagan,Panabo City,Shooting,15:00,15:00 - 15:59,Monday,Panabo City,13/11/2017,15:00,Partly cloudy,33,38,6,S,35%,57%,0.0,"1,007",5:28 AM,5:16 PM,day
334,125.678,7.08731,13/11/2017,"Mon - Nov 13, 2017",17:00:00,RAPE (Art. 266-A RC & R.A.8353),Limao,Samal City,"Force, Threat and Intimidation",15:00,17:00 - 17:59,Monday,Samal City,13/11/2017,15:00,Partly cloudy,32,36,8,S,11%,60%,0.0,"1,007",5:28 AM,5:16 PM,day
335,125.804,7.4584600000000005,14/11/2017,"Tue - Nov 14, 2017",4:49:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,3:00,04:00 - 04:59,Tuesday,Tagum City,14/11/2017,3:00,Patchy rain possible,29,27,3,NNE,37%,90%,0.1,"1,009",5:28 AM,5:16 PM,night
336,125.8,7.43565,15/11/2017,"Wed - Nov 15, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),3:00,05:00 - 05:59,Wednesday,Tagum City,15/11/2017,3:00,Mist,29,26,4,N,33%,93%,0.0,"1,010",5:28 AM,5:16 PM,night
337,125.804,7.447139999999999,15/11/2017,"Wed - Nov 15, 2017",22:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,21:00,22:00 - 22:59,Wednesday,Tagum City,15/11/2017,21:00,Patchy rain possible,26,28,3,ESE,67%,81%,0.1,"1,011",5:28 AM,5:16 PM,night
338,125.8,7.43475,15/11/2017,"Wed - Nov 15, 2017",19:30:00,ROBBERY,Visayan Village,Tagum City,Snatching,18:00,19:00 - 19:59,Wednesday,Tagum City,15/11/2017,18:00,Patchy rain possible,28,31,3,N,74%,72%,0.1,"1,010",5:28 AM,5:16 PM,night
339,125.815,7.453310000000001,15/11/2017,"Wed - Nov 15, 2017",7:00:00,ROBBERY,Magugpo North,Tagum City,Breaking and Entering,6:00,07:00 - 07:59,Wednesday,Tagum City,15/11/2017,6:00,Partly cloudy,30,28,6,N,47%,88%,0.0,"1,010",5:28 AM,5:16 PM,day
340,125.803,7.456919999999999,15/11/2017,"Wed - Nov 15, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),6:00,07:00 - 07:59,Wednesday,Tagum City,15/11/2017,6:00,Partly cloudy,30,28,6,N,47%,88%,0.0,"1,010",5:28 AM,5:16 PM,day
341,125.803,7.45786,15/11/2017,"Wed - Nov 15, 2017",9:40:00,ROBBERY,Magugpo West,Tagum City,Hold-Up W/ Gun,9:00,09:00 - 09:59,Wednesday,Tagum City,15/11/2017,9:00,Patchy rain possible,31,33,10,N,56%,69%,0.1,"1,011",5:28 AM,5:16 PM,day
342,125.805,7.44688,15/11/2017,"Wed - Nov 15, 2017",10:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,9:00,10:00 - 10:59,Wednesday,Tagum City,15/11/2017,9:00,Patchy rain possible,31,33,10,N,56%,69%,0.1,"1,011",5:28 AM,5:16 PM,day
343,125.803,7.4573100000000005,16/11/2017,"Thu - Nov 16, 2017",2:30:00,ROBBERY,Magugpo South,Tagum City,Breaking and Entering,0:00,02:00 - 02:59,Thursday,Tagum City,16/11/2017,0:00,Patchy rain possible,24,27,4,NNW,62%,87%,0.2,"1,010",5:29 AM,5:16 PM,night
344,125.801,7.43458,16/11/2017,"Thu - Nov 16, 2017",4:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,3:00,04:00 - 04:59,Thursday,Tagum City,16/11/2017,3:00,Patchy light drizzle,24,27,5,NNW,85%,91%,0.5,"1,009",5:29 AM,5:16 PM,night
345,125.806,7.44965,17/11/2017,"Fri - Nov 17, 2017",9:00:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold Up,9:00,09:00 - 09:59,Friday,Tagum City,17/11/2017,9:00,Partly cloudy,31,33,4,W,23%,71%,0.0,"1,009",5:29 AM,5:16 PM,day
346,125.803,7.45765,19/11/2017,"Sun - Nov 19, 2017",1:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stabbing/Hacking,0:00,01:00 - 01:59,Sunday,Tagum City,19/11/2017,0:00,Patchy rain possible,28,27,4,NNE,83%,88%,0.2,"1,010",5:30 AM,5:16 PM,night
347,125.649,7.303389999999999,19/11/2017,"Sun - Nov 19, 2017",19:10:00,PHYSICAL INJURIES,Little Panay,Panabo City,Stabbing/Hacking,18:00,19:00 - 19:59,Sunday,Panabo City,19/11/2017,18:00,Partly cloudy,30,31,11,NNW,53%,79%,0.1,"1,009",5:30 AM,5:16 PM,night
348,125.801,7.43505,20/11/2017,"Mon - Nov 20, 2017",10:40:00,ROBBERY,Visayan Village,Tagum City,Akyat Bahay,9:00,10:00 - 10:59,Monday,Tagum City,20/11/2017,9:00,Patchy rain possible,31,32,8,N,59%,74%,0.1,"1,011",5:30 AM,5:16 PM,day
349,125.695,7.316089999999999,20/11/2017,"Mon - Nov 20, 2017",1:00:00,ROBBERY,San Vicente,Panabo City,In an Uninhabited Place or in a Private Building,0:00,01:00 - 01:59,Monday,Panabo City,20/11/2017,0:00,Partly cloudy,27,27,8,NNW,25%,92%,0.0,"1,011",5:30 AM,5:16 PM,night
350,125.68700000000001,7.133189999999999,21/11/2017,"Tue - Nov 21, 2017",7:25:00,THEFT,Moncado (Pob.),Samal City,Salisi,6:00,07:00 - 07:59,Tuesday,Samal City,21/11/2017,6:00,Partly cloudy,28,29,13,N,43%,83%,0.0,"1,010",5:30 AM,5:16 PM,day
351,125.791,7.48901,21/11/2017,"Tue - Nov 21, 2017",5:30:00,THEFT,Cuambogan,Tagum City,Salisi,3:00,05:00 - 05:59,Tuesday,Tagum City,21/11/2017,3:00,Patchy rain possible,27,27,5,N,87%,90%,0.7,"1,009",5:30 AM,5:16 PM,day
352,125.78,7.45786,21/11/2017,"Tue - Nov 21, 2017",0:45:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,0:00,00:00 - 00:59,Tuesday,Tagum City,21/11/2017,0:00,Patchy rain possible,26,27,5,NNW,82%,89%,1.0,"1,010",5:30 AM,5:16 PM,night
353,125.824,7.42063,22/11/2017,"Wed - Nov 22, 2017",23:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),21:00,23:00 - 23:59,Wednesday,Tagum City,22/11/2017,21:00,Partly cloudy,29,28,5,ESE,60%,87%,0.1,"1,008",5:31 AM,5:16 PM,night
354,125.8,7.4319,23/11/2017,"Thu - Nov 23, 2017",9:00:00,THEFT,Visayan Village,Tagum City,Plain Theft,9:00,09:00 - 09:59,Thursday,Tagum City,23/11/2017,9:00,Partly cloudy,31,33,8,N,23%,68%,0.0,"1,009",5:31 AM,5:17 PM,day
355,125.809,7.4480699999999995,23/11/2017,"Thu - Nov 23, 2017",19:00:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,18:00,19:00 - 19:59,Thursday,Tagum City,23/11/2017,18:00,Moderate rain at times,30,31,9,N,75%,80%,0.6,"1,007",5:31 AM,5:17 PM,night
356,125.777,7.46335,24/11/2017,"Fri - Nov 24, 2017",1:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,0:00,01:00 - 01:59,Friday,Tagum City,24/11/2017,0:00,Partly cloudy,28,27,8,N,35%,91%,0.0,"1,009",5:31 AM,5:17 PM,night
357,125.68799999999999,7.3075600000000005,24/11/2017,"Fri - Nov 24, 2017",12:20:00,MURDER,Santo Niño (Pob.),Panabo City,Shooting,12:00,12:00 - 12:59,Friday,Panabo City,24/11/2017,12:00,Partly cloudy,33,36,12,N,10%,53%,0.0,"1,009",5:31 AM,5:17 PM,day
358,125.819,7.4493100000000005,25/11/2017,"Sat - Nov 25, 2017",21:00:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Mauling,21:00,21:00 - 21:59,Saturday,Tagum City,25/11/2017,21:00,Light rain shower,26,28,7,N,59%,87%,0.1,"1,011",5:32 AM,5:17 PM,night
